Year,Movie,Poster_URL,Genre,TMDb_Rating,TMDb_Vote_Count,Popularity_Score,Release_Date,Runtime_Minutes,Box_Office_USD,Director,Primary_Studio_or_Platform,Overview
2023,Candy Cane Lane,https://image.tmdb.org/t/p/w500/of6Ds591FJTKoBHYjDFzH6jlTyK.jpg,"Comedy, Fantasy, Family",5.975,514,8.5773,2023-11-29,117,0,Reginald Hudlin,"Imagine Entertainment, Eddie Murphy Productions, Amazon MGM Studios","A man, determined to win the neighborhood's annual Christmas decorating contest, makes a pact with an elf to help him win. However, the elf casts a spell bringing the twelve days of Christmas to life, bringing chaos to the small, unsuspecting town."
1985,Brazil,https://image.tmdb.org/t/p/w500/aewan59WcFThBimkTVVoNf2o5Vb.jpg,"Comedy, Science Fiction",7.658,3824,8.348,1985-02-20,143,9953708,Terry Gilliam,Embassy International Pictures,"Low-level bureaucrat Sam Lowry escapes the monotony of his day-to-day life through a recurring daydream of himself as a virtuous hero saving a beautiful damsel. Investigating a case that led to the wrongful arrest and eventual death of an innocent man instead of wanted terrorist Harry Tuttle, he meets the woman from his daydream, and in trying to help her gets caught in a web of mistaken identities, mindless bureaucracy and lies."
1995,While You Were Sleeping,https://image.tmdb.org/t/p/w500/qNGO3ETcNwlWqK2kNRpbJSJRlos.jpg,"Romance, Comedy",7.034,2065,9.4969,1995-04-21,103,182100000,Jon Turteltaub,"Caravan Pictures, Hollywood Pictures","A transit worker pulls commuter Peter off railway tracks after he's mugged, but—while he's in a coma—his family mistakenly thinks she's Peter's fiancée, and she doesn't correct them. Things get more complicated when she falls for his brother, who's not quite sure that she's who she claims to be."
1992,The Muppet Christmas Carol,https://image.tmdb.org/t/p/w500/ssrV29QSVVJuemBHho0Qx7pFYak.jpg,"Music, Comedy, Family, Fantasy, Drama",7.452,1209,7.35,1992-12-11,86,34524312,Brian Henson,"Walt Disney Pictures, Jim Henson Productions","A retelling of the classic Dickens tale of Ebenezer Scrooge, miser extraordinaire. He is held accountable for his dastardly ways during nighttime visitations by the Ghosts of Christmas Past, Present and Future."
2017,The Star,https://image.tmdb.org/t/p/w500/tEbDvivUfsCupngKIfMJJ725eAD.jpg,"Animation, Comedy, Adventure, Family, Fantasy",6.5,624,8.6027,2017-11-15,86,63581694,Timothy Reckart,"Franklin Entertainment, Sony Pictures Animation, Columbia Pictures",A small but brave donkey and his animal friends become the unsung heroes of the greatest story ever told: the first Christmas.
2018,The Nutcracker and the Four Realms,https://image.tmdb.org/t/p/w500/9vPDY8e7YxLwgVum7YZIUJbr4qc.jpg,"Family, Fantasy, Adventure",6.078,2269,10.0046,2018-10-26,99,173961069,Lasse Hallström,"Walt Disney Pictures, The Mark Gordon Company","When Clara’s mother leaves her a mysterious gift, she embarks on a journey to four secret realms—where she discovers her greatest strength could change the world."
1983,Mickey's Christmas Carol,https://image.tmdb.org/t/p/w500/hOuEgnB9jfVneEsulMcqEJE4kSL.jpg,"Family, Animation",7.7,1003,9.0619,1983-10-19,25,21000000,Burny Mattinson,"Walt Disney Pictures, Walt Disney Productions","Ebenezer Scrooge is far too greedy to understand that Christmas is a time for kindness and generosity. But with the guidance of some new found friends, Scrooge learns to embrace the spirit of the season. A retelling of the classic Dickens tale with Disney's classic characters."
2024,That Christmas,https://image.tmdb.org/t/p/w500/uR3uhztTAxGGK7Co0yyxVy4Gc7H.jpg,"Animation, Comedy, Family, Fantasy, Adventure",7.142,451,8.676,2024-11-27,91,0,Simon Otto,"Locksmith Animation, DNEG",It's an unforgettable Christmas for the townsfolk of Wellington-on-Sea when the worst snowstorm in history alters everyone's plans — including Santa's.
1997,Beauty and the Beast: The Enchanted Christmas,https://image.tmdb.org/t/p/w500/l1Tb0fvnj9wnCgm5qnTRoO6OxDT.jpg,"Animation, Fantasy, Family, Romance",6.2,1114,8.4358,1997-11-11,72,0,Andy Knight,Disney Television Animation,"Astonished to find the Beast has a deep-seated hatred for the Christmas season, Belle endeavors to change his mind on the matter."
2020,Lucy Shimmers and the Prince of Peace,https://image.tmdb.org/t/p/w500/yfnJ5qIYx7q33fY4jqv9Pu95RSg.jpg,"Drama, Family",8.397,377,7.201,2020-10-19,87,0,Rob Diamond,"Rob Diamond Films, Future Movie Productions",Second chances start when a hardened criminal crosses paths with a precocious little girl who is helped by an angel to change hearts during the holiday season.
2001,Barbie in the Nutcracker,https://image.tmdb.org/t/p/w500/eIkXJggVmzN4MyPgJ2kDjOy9lmQ.jpg,"Animation, Family",6.894,1135,7.96,2001-09-30,77,0,Owen Hurley,"Mattel, Mainframe Entertainment","The Mouse King casts an evil spell over Clara that causes her to shrink. Clara and the Nutcracker set out on an adventurous journey to find Sugarplum Princess, who has the power to undo the spell."
1995,Babe,https://image.tmdb.org/t/p/w500/zKuQMtnbVTz9DsOnOJmlW71v4qH.jpg,"Fantasy, Drama, Comedy, Family",6.295,3207,9.4269,1995-07-18,92,254100000,Chris Noonan,"Universal Pictures, Kennedy Miller Productions","Babe is a little pig who doesn't quite know his place in the world. With a bunch of odd friends, like Ferdinand the duck who thinks he is a rooster and Fly the dog he calls mum, Babe realises that he has the makings to become the greatest sheep pig of all time, and Farmer Hoggett knows it. With the help of the sheep dogs, Babe learns that a pig can be anything that he wants to be."
2023,Silent Night,https://image.tmdb.org/t/p/w500/tlcuhdNMKNGEVpGqBZrAaOOf1A6.jpg,"Action, Thriller, Crime, Drama",6.142,983,7.6361,2023-11-30,104,0,John Woo,"Thunder Road, Capstone Group, A Better Tomorrow Films","A tormented father witnesses his young son die when caught in a gang's crossfire on Christmas Eve. While recovering from a wound that costs him his voice, he makes vengeance his life's mission and embarks on a punishing training regimen in order to avenge his son's death."
2019,The Intruder,https://image.tmdb.org/t/p/w500/p9xKyetr0ihJ2K6HJMeXzc4IwEv.jpg,Thriller,6.046,635,8.2222,2019-05-03,102,40600000,Deon Taylor,"Hidden Empire Film Group, Screen Gems",A psychological thriller about a young married couple who buys a beautiful Napa Valley house on several acres of land only to find that the man they bought it from refuses to let go of the property.
2022,Spirited,https://image.tmdb.org/t/p/w500/h3zAzTMs5EP3cKusOxFNGSFE1WI.jpg,Comedy,6.833,805,7.7486,2022-11-10,127,0,Sean Anders,"Maximum Effort, Gloria Sanchez Productions, Two Grown Men","Each Christmas Eve, the Ghost of Christmas Present selects one dark soul to be reformed by a visit from three spirits. But this season, he picked the wrong Scrooge. Clint Briggs turns the tables on his ghostly host until Present finds himself reexamining his own past, present and future."
2020,The Lodge,https://image.tmdb.org/t/p/w500/yake2myhbW7c6dKbmwYDy1i40bm.jpg,"Horror, Mystery",6.091,1470,7.6036,2020-01-16,108,2679585,Veronika Franz,"FilmNation Entertainment, Hammer Film Productions","When a father is forced to abruptly depart for work, he leaves his children, Aidan and Mia, at their holiday home in the care of his new girlfriend, Grace. Isolated and alone, a blizzard traps them inside the lodge as terrifying events summon specters from Grace's dark past."
1996,The Long Kiss Goodnight,https://image.tmdb.org/t/p/w500/yREdXX5lMFUKhTvb0ofI7mzUHlR.jpg,"Crime, Action, Mystery, Thriller",6.585,1391,7.4908,1996-10-11,121,89456761,Renny Harlin,"The Steve Tisch Company, New Line Cinema, Forge","Samantha Caine is a small-town schoolteacher and mom with no memory of her life before washing up on a beach eight years ago. After a car accident and a violent home invasion trigger flashes of her past, she discovers she used to be a deadly CIA assassin. Teaming up with a wisecracking private investigator, Samantha must return to her old ways to take down the people who tried to erase her."
2013,Filth,https://image.tmdb.org/t/p/w500/tzTKDgF6GcGaxKvRHR5J4MeWJ7b.jpg,"Crime, Drama, Comedy",6.825,1971,7.5943,2013-09-27,97,9114264,Jon S. Baird,"Egoli Tossell Film, Steel Mill Pictures, Filmgate Films",A bigoted junkie cop suffering from borderline personality disorder and drug addiction manipulates and hallucinates his way in a bid to secure promotion.
2017,Olaf's Frozen Adventure,https://image.tmdb.org/t/p/w500/As8WTtxXs9e3cBit3ztTf7zoRmm.jpg,"Animation, Family, Adventure, Comedy, Fantasy",6.5,1517,8.8563,2017-10-27,22,0,Stevie Wermers-Skelton,Walt Disney Animation Studios,"Olaf is on a mission to harness the best holiday traditions for Anna, Elsa, and Kristoff."
2002,About a Boy,https://image.tmdb.org/t/p/w500/qoZ1bD0q9EFqcNiEYbEigsRcNCt.jpg,"Drama, Comedy, Romance",6.699,2463,7.5153,2002-04-26,101,129000000,Chris Weitz,"Universal Pictures, Tribeca Productions, Working Title","Will Freeman is a good-looking, smooth-talking bachelor whose primary goal in life is avoiding any kind of responsibility. But when he invents an imaginary son in order to meet attractive single moms, Will gets a hilarious lesson about life from a bright, but hopelessly geeky 12-year-old named Marcus. Now, as Will struggles to teach Marcus the art of being cool, Marcus teaches Will that you're never too old to grow up."
2002,The Santa Clause 2,https://image.tmdb.org/t/p/w500/2EAMkz0z1pbr9weOY1Y7buy2AxV.jpg,"Fantasy, Comedy, Family",6.001,1470,7.3624,2002-09-29,104,172842355,Michael Lembeck,"Walt Disney Pictures, Outlaw Productions, Boxing Cat Films","Better watch out! The big guy in red is coming to town once again. This time, Scott Calvin -- also known as Santa Claus -- finds out there's an obscure clause in his contract requiring him to take on a wife. He has to leave the North Pole to fulfill his obligations, or else he'll be forced to give up his Yuletide gig."
2022,Something from Tiffany's,https://image.tmdb.org/t/p/w500/hzQV66zQHqWKRjLVphISNOqadIp.jpg,"Romance, Comedy, Drama",6.685,324,7.5176,2022-12-08,88,0,Daryl Wein,"Hello Sunshine, Amazon Studios, CatchLight Studios",One woman's life is forever changed by an engagement ring meant for someone else.
2023,The Velveteen Rabbit,https://image.tmdb.org/t/p/w500/aM0ViG6LVkN1PQGe9Bon1gQXpc7.jpg,"Animation, Family, Fantasy",6.87,77,7.9495,2023-11-21,44,0,Jennifer Perrott,Magic Light Pictures,"When seven-year-old William receives a new favorite toy for Christmas, he discovers a lifelong friend and unlocks a world of magic."
2021,Boiling Point,https://image.tmdb.org/t/p/w500/kdkk7OBnIL1peW2zwcAAp6O54Jo.jpg,"Drama, Thriller",7.247,809,7.5868,2021-07-05,92,0,Philip Barantini,"Ascendant Films, Burton Fox Films, Three Little Birds Pictures",A head chef balances multiple personal and professional crises at a popular restaurant in London.
2024,The Simpsons: O C'mon All Ye Faithful,https://image.tmdb.org/t/p/w500/9veQs3Kiew5e6M9tixzi0Vj13Yb.jpg,"Animation, Comedy",7.039,102,8.0154,2024-12-16,45,0,Debbie Bruce Mahan,"Gracie Films, 20th Television Animation",The residents of Springfield search for Christmas cheer.
2024,An Almost Christmas Story,https://image.tmdb.org/t/p/w500/mQC3nIJ9DQ74t9vFzUjqP8eohgX.jpg,"Animation, Adventure, Fantasy, Family",7.035,99,6.2496,2024-10-14,24,0,David Lowery,"Esperanto Filmoj, Titmouse, Maere Studios","A young owl meets a lost little girl in New York City. Together, they try to get home for Christmas."
2009,The Box,https://image.tmdb.org/t/p/w500/xMAmOu6xl4CsstixcuecBle9krd.jpg,"Thriller, Science Fiction",5.6,1941,7.2811,2009-10-29,115,33333531,Richard Kelly,"MRC, Radar Pictures, Darko Entertainment","Norma and Arthur Lewis, a suburban couple with a young child, receive a simple wooden box as a gift, which bears fatal and irrevocable consequences. A mysterious stranger delivers the message that the box promises to bestow upon its owner $1 million with the press of a button. However pressing this button will simultaneously cause the death of another human being somewhere in the world; someone they don't know. With just 24 hours to have the box in their possession, Norma and Arthur find themselves in the cross-hairs of a startling moral dilemma and must face the true nature of their humanity."
2024,Dear Santa,https://image.tmdb.org/t/p/w500/fRbDHbGBXg6kwQYr3CRYeKPJW5q.jpg,"Comedy, Fantasy",6.168,530,6.9303,2024-11-24,108,0,Bobby Farrelly,"Paramount Pictures, Farrelly Brothers, Kraymation Films","Likeable 6th grader Liam writes to Santa asking him to prove that he's real. But Liam is dyslexic and accidentally sends his letter to Satan instead, who shows up at Liam's house, excited to have his first fanboy letter and wanting a little of Liam's soul."
2026,Ebenezer,https://image.tmdb.org/t/p/w500/wmuMZrelOQBAN2KlA30yOIeIUJl.jpg,"Fantasy, Comedy",0.0,0,7.2889,2026-11-11,0,0,Ti West,"Paramount Pictures, Domain Entertainment, Wattsco","Tale of an elderly miser who embarks on a supernatural journey after visits from the ghost of his former business partner and the Spirits of Christmas Past, Present, and Yet to Come force him to confront his past and fight for a second chance at happiness."
2000,Reindeer Games,https://image.tmdb.org/t/p/w500/8y1PedfYWllJVoBbkt9KWLY155v.jpg,"Thriller, Action, Crime",5.702,751,7.4022,2000-02-25,104,32168970,John Frankenheimer,"Dimension Films, Marty Katz Productions","After assuming his dead cellmate's identity to get with his girlfriend, an ex-con finds himself the reluctant participant in a casino heist."
1994,The Santa Clause,https://image.tmdb.org/t/p/w500/hvV2rI60qOYELT7tHHLpxtafnBZ.jpg,"Fantasy, Drama, Comedy, Family",6.5,2364,7.3292,1994-11-11,97,189833357,John Pasquin,"Walt Disney Pictures, Hollywood Pictures, Outlaw Productions","On Christmas Eve, divorced dad Scott Calvin and his son discover Santa Claus has fallen off their roof. When Scott takes the reins of the magical sleigh, he finds he is now the new Santa, and must convince a world of disbelievers, including himself."
2005,The Family Stone,https://image.tmdb.org/t/p/w500/nlqw53HmTP7o3b2NDttYNOtsK4V.jpg,"Comedy, Drama, Romance",6.3,1171,6.4799,2005-12-15,103,92884429,Thomas Bezucha,"Fox 2000 Pictures, The Family Stone, Major Studio Partners","An uptight, conservative businesswoman accompanies her boyfriend to his eccentric and outgoing family's annual Christmas celebration and finds that she's a fish out of water in their free-spirited way of life."
2014,Toy Story That Time Forgot,https://image.tmdb.org/t/p/w500/kVOaFo8RaYQceHfTqbZGmV9R80q.jpg,"Animation, Family, Adventure, Comedy",7.137,1181,7.2002,2014-12-02,22,0,Steve Purcell,Pixar,"During a post-Christmas play date, the gang find themselves in uncharted territory when the coolest set of action figures ever turn out to be dangerously delusional. It's all up to Trixie, the triceratops, if the gang hopes to return to Bonnie's room in this Toy Story That Time Forgot."
